rpm,speed,coolant_temp,tps,maf,map,lub_oil_temp,fuel_pressure,coolant_pressure,score,pred,status,rules,status_final
643.0,,90.65796262,,,,84.03223687,5.833381401,1.79308827,-0.14442879149584664,-1,ANOMALIA,,ANOMALIA
864.0,,77.45752647,,,,85.24299314,3.891605672,1.399021488,-0.14442879149584664,-1,ANOMALIA,,ANOMALIA
1108.0,,77.42404684,,,,76.55715821,7.152263983,1.504648152,-0.14565295702179915,-1,ANOMALIA,,ANOMALIA
438.0,,67.52711961,,,,83.56868787,6.37782256,2.20302365,-0.1444010460775702,-1,ANOMALIA,,ANOMALIA
678.0,,91.52366524,,,,75.99473881,8.749673194,1.76373317,-0.14473197914060631,-1,ANOMALIA,,ANOMALIA
795.0,,68.68361693,,,,76.28480601,6.081633432,4.643738687,-0.14473197914060631,-1,ANOMALIA,,ANOMALIA
664.0,,84.56546386,,,,76.41286716,7.537095002,4.853973435,-0.14544742324436966,-1,ANOMALIA,,ANOMALIA
664.0,,79.34871611,,,,75.87882262,5.354230609,1.285504251,-0.14508960664958204,-1,ANOMALIA,,ANOMALIA
644.0,,74.8521655,,,,76.61413506,4.50773466,0.956631549,-0.14508960664958204,-1,ANOMALIA,,ANOMALIA
881.0,,75.28806355,,,,75.9503683,4.548771534,1.835620871,-0.145473970768773,-1,ANOMALIA,,ANOMALIA
810.0,,78.265312,,,,78.36535699,6.488713782,2.274243458,-0.145473970768773,-1,ANOMALIA,,ANOMALIA
1107.0,,68.42245246,,,,74.90104565,6.131345823,1.738025184,-0.15195894144098698,-1,ANOMALIA,,ANOMALIA
882.0,,85.45473634,,,,76.56105815,5.604364431,2.666664868,-0.15137968648478672,-1,ANOMALIA,,ANOMALIA
596.0,,76.6307949,,,,84.46371135,4.601446226,1.313461157,-0.15137968648478672,-1,ANOMALIA,,ANOMALIA
1776.0,,71.23378647,,,,76.48142055,5.873873853,1.318789889,-0.14044480927896208,-1,ANOMALIA,,ANOMALIA
1294.0,,72.18097953,,,,77.41460426,12.57025147,2.445931494,-0.14177184765709328,-1,ANOMALIA,,ANOMALIA
666.0,,68.13692194,,,,74.35555721,8.944874593,2.781627428,-0.142127910077112,-1,ANOMALIA,,ANOMALIA
442.0,,83.67252996,,,,76.91038906,0.314028302,2.667828055,-0.14255243037488685,-1,ANOMALIA,,ANOMALIA
885.0,,82.26834396,,,,84.5215851,2.518659663,2.914546785,-0.14255243037488685,-1,ANOMALIA,,ANOMALIA
577.0,,72.33354093,,,,76.50266739,4.80558017,1.345729939,-0.14191092860899246,-1,ANOMALIA,,ANOMALIA
859.0,,83.01253723,,,,78.41384221,6.031276378,1.303366159,-0.14155498085139473,-1,ANOMALIA,,ANOMALIA
585.0,,70.61133989,,,,81.62466421,6.689133779,2.244056735,-0.14122049525879599,-1,ANOMALIA,,ANOMALIA
704.0,,88.93317269,,,,76.24817356,10.01271618,2.147507293,-0.14155498085139473,-1,ANOMALIA,,ANOMALIA
500.0,,82.79542312,,,,75.48801696,5.691030229,2.336999653,-0.1426072056523654,-1,ANOMALIA,,ANOMALIA
577.0,,76.50787132,,,,76.27309285,4.969334905,2.357237688,-0.1426072056523654,-1,ANOMALIA,,ANOMALIA
829.0,,79.24011618,,,,75.66222616,6.394026297,2.970531382,-0.1426072056523654,-1,ANOMALIA,,ANOMALIA
1281.0,,80.09425938,,,,77.38513218,4.66227032,1.607835565,-0.14217563171828007,-1,ANOMALIA,,ANOMALIA
762.0,,83.63761534,,,,76.9543318,4.854528255,1.37339073,-0.14352879432325316,-1,ANOMALIA,,ANOMALIA
1481.0,,93.79160853,,,,75.99768995,5.701679579,1.556111313,-0.14820298041582813,-1,ANOMALIA,,ANOMALIA
1224.0,,78.93874198,,,,82.98158331,5.869446739,1.721887631,-0.1513146293871943,-1,ANOMALIA,,ANOMALIA
1334.0,,73.76200938,,,,77.3176847,5.479429349,0.783004762,-0.1599391613909894,-1,ANOMALIA,,ANOMALIA
388.0,,75.48676565,,,,81.91163998,3.342019626,2.719029068,-0.15926668213138817,-1,ANOMALIA,,ANOMALIA
872.0,,66.64596447,,,,82.87267563,5.460596854,2.13097643,-0.15890156284068047,-1,ANOMALIA,,ANOMALIA
619.0,,70.88431369,,,,85.39266838,13.59343394,1.226316814,-0.15689685289884714,-1,ANOMALIA,,ANOMALIA
1661.0,,72.87272512,,,,76.72592091,11.80290181,2.951990975,-0.1698470193113948,-1,ANOMALIA,,ANOMALIA
654.0,,78.91487294,,,,74.80520693,15.34664402,1.367785037,-0.1698470193113948,-1,ANOMALIA,,ANOMALIA
952.0,,82.01507128,,,,73.64641309,3.988143607,1.520395761,-0.17196538337018474,-1,ANOMALIA,,ANOMALIA
780.0,,72.34937949,,,,86.25077987,7.01528845,2.32493781,-0.17101446914337504,-1,ANOMALIA,,ANOMALIA
658.0,,73.03823376,,,,83.97901049,4.397235113,1.696599595,-0.17101446914337504,-1,ANOMALIA,,ANOMALIA
697.0,,87.29506389,,,,75.92381793,4.424065691,2.040593179,-0.17196538337018474,-1,ANOMALIA,,ANOMALIA
797.0,,69.25287686,,,,75.58088756,6.770727394,1.913546863,-0.17196538337018474,-1,ANOMALIA,,ANOMALIA
449.0,,80.48428177,,,,77.40213272,4.350933155,3.233813178,-0.16878196208831908,-1,ANOMALIA,,ANOMALIA
565.0,,84.09232153,,,,74.40554427,7.313621357,3.249909601,-0.1678569598662355,-1,ANOMALIA,,ANOMALIA
690.0,,69.55042153,,,,85.02745829,5.130944387,1.520257474,-0.16859686384288164,-1,ANOMALIA,,ANOMALIA
618.0,,76.33779257,,,,75.27835546,6.17482569,0.942659534,-0.14922916458201407,-1,ANOMALIA,,ANOMALIA
495.0,,95.23455433,,,,80.94244115,4.667762436,3.060745005,-0.15088929889165215,-1,ANOMALIA,,ANOMALIA
833.0,,84.61243189,,,,75.26660366,5.047437283,2.300782809,-0.1491040810524361,-1,ANOMALIA,,ANOMALIA
764.0,,79.24111987,,,,77.33968211,4.979883117,2.900889021,-0.14642785229436595,-1,ANOMALIA,,ANOMALIA
721.0,,78.42414979,,,,76.79268294,5.367468376,2.289658856,-0.14796915222865759,-1,ANOMALIA,,ANOMALIA
739.0,,81.97742638,,,,74.38178011,5.915657484,1.020238959,-0.14728825754787844,-1,ANOMALIA,,ANOMALIA
989.0,,84.73935075,,,,76.80935697,3.189772186,1.571435972,-0.14624866127014402,-1,ANOMALIA,,ANOMALIA
668.0,,74.44268178,,,,77.36917123,6.477922753,1.839531573,-0.14646502107310677,-1,ANOMALIA,,ANOMALIA
1172.0,,76.71761855,,,,78.05237151,10.34829734,2.090401755,-0.14913930892644045,-1,ANOMALIA,,ANOMALIA
657.0,,79.1811119,,,,75.95077867,5.516645965,2.760213371,-0.14802332030227106,-1,ANOMALIA,,ANOMALIA
717.0,,88.17929158,,,,77.21903164,7.388977164,1.565634863,-0.1475603633313719,-1,ANOMALIA,,ANOMALIA
816.0,,76.29628594,,,,84.82589965,11.0586131,3.246944501,-0.1475603633313719,-1,ANOMALIA,,ANOMALIA
879.0,,75.81380982,,,,77.00119004,1.762921355,2.594185709,-0.14499612503107973,-1,ANOMALIA,,ANOMALIA
711.0,,72.2832804,,,,76.45694819,6.161167953,2.030553064,-0.14696054500609712,-1,ANOMALIA,,ANOMALIA
819.0,,74.14279512,,,,77.92618461,3.156032864,2.535270894,-0.14387496974307412,-1,ANOMALIA,,ANOMALIA
1411.0,,73.4067854,,,,75.51658876,5.411344521,1.40721433,-0.14173493611372734,-1,ANOMALIA,,ANOMALIA
970.0,,67.87844623,,,,76.39520179,0.435527221,1.175465155,-0.1414466534984622,-1,ANOMALIA,,ANOMALIA
990.0,,84.60349535,,,,76.13477379,5.973015356,1.643291631,-0.14186738013881062,-1,ANOMALIA,,ANOMALIA
1378.0,,70.4464103,,,,75.20653797,6.069563914,1.638058372,-0.14351912577922465,-1,ANOMALIA,,ANOMALIA
929.0,,75.88127461,,,,75.60880207,6.597364192,3.538679127,-0.14445028084237743,-1,ANOMALIA,,ANOMALIA
428.0,,90.81352924,,,,75.61926017,4.387232694,1.869855318,-0.14582164965927158,-1,ANOMALIA,,ANOMALIA
620.0,,88.27501249,,,,76.38122197,12.93603086,3.415524971,-0.14582164965927158,-1,ANOMALIA,,ANOMALIA
925.0,,86.71295042,,,,77.17481756,4.513433692,2.954845392,-0.14528469908349895,-1,ANOMALIA,,ANOMALIA
778.0,,76.60856745,,,,78.12447814,4.518810363,1.111431547,-0.14528469908349895,-1,ANOMALIA,,ANOMALIA
670.0,,77.18424715,,,,81.01274421,7.122014737,1.280185897,-0.14582164965927158,-1,ANOMALIA,,ANOMALIA
1620.0,,77.34005756,,,,75.163334,6.398304277,2.42389455,-0.14459065085661604,-1,ANOMALIA,,ANOMALIA
689.0,,73.24518703,,,,79.5628642,9.308475785,1.080504064,-0.14530594547390396,-1,ANOMALIA,,ANOMALIA
1321.0,,81.09922246,,,,76.53906217,5.216484442,1.188789089,-0.14686356434005943,-1,ANOMALIA,,ANOMALIA
638.0,,69.90564495,,,,76.64167976,1.725983559,2.558749129,-0.14740176725437992,-1,ANOMALIA,,ANOMALIA
483.0,,82.57104873,,,,78.21619313,5.710811204,2.251067417,-0.14525046596894864,-1,ANOMALIA,,ANOMALIA
644.0,,81.5890252,,,,76.44382393,3.506100743,1.867200429,-0.14659020668442535,-1,ANOMALIA,,ANOMALIA
801.0,,81.79433362,,,,77.50001132,2.003887133,3.282646158,-0.1483369923204585,-1,ANOMALIA,,ANOMALIA
544.0,,76.82470527,,,,77.52426394,4.936852212,2.54860082,-0.14581499874272308,-1,ANOMALIA,,ANOMALIA
775.0,,78.97526317,,,,81.79182907,7.745768318,4.080837192,-0.14581499874272308,-1,ANOMALIA,,ANOMALIA
965.0,,73.32716002,,,,78.24339773,2.278427726,1.297099836,-0.14800429547860183,-1,ANOMALIA,,ANOMALIA
970.0,,83.01734637,,,,77.40082166,4.268880965,2.530169065,-0.15064655895131573,-1,ANOMALIA,,ANOMALIA
692.0,,77.82467748,,,,77.41321276,7.049257954,1.909216319,-0.14706952797816364,-1,ANOMALIA,,ANOMALIA
600.0,,71.34965289,,,,78.47903376,5.478032067,1.96596001,-0.1476666055891439,-1,ANOMALIA,,ANOMALIA
598.0,,72.89761524,,,,77.88649193,8.209485195,2.45216096,-0.1435838840942364,-1,ANOMALIA,,ANOMALIA
1694.0,,75.50529886,,,,75.68910669,11.07112555,2.174929866,-0.15745144113746967,-1,ANOMALIA,,ANOMALIA
719.0,,77.90499174,,,,77.11806415,4.936960388,2.651179204,-0.15745144113746967,-1,ANOMALIA,,ANOMALIA
843.0,,89.9549671,,,,82.92946885,6.3659421,1.739462748,-0.15662588715631465,-1,ANOMALIA,,ANOMALIA
1121.0,,73.47771439,,,,77.00610408,6.00338822,3.120429791,-0.1589100077072938,-1,ANOMALIA,,ANOMALIA
501.0,,63.97067607,,,,76.78483587,4.47831813,1.637320865,-0.16286992369528364,-1,ANOMALIA,,ANOMALIA
779.0,,69.48116684,,,,75.87969903,7.808329661,1.541833657,-0.16250290029541326,-1,ANOMALIA,,ANOMALIA
861.0,,88.91946405,,,,75.84301896,6.829980847,2.286770681,-0.15091287772860718,-1,ANOMALIA,,ANOMALIA
780.0,,77.66175843,,,,75.475542,4.770536201,1.408910574,-0.14866497451033878,-1,ANOMALIA,,ANOMALIA
623.0,,79.26689652,,,,83.23664854,4.46618155,1.248517552,-0.1484585267314863,-1,ANOMALIA,,ANOMALIA
808.0,,87.86718373,,,,78.16278946,6.125850519,2.744537342,-0.14551997945911377,-1,ANOMALIA,,ANOMALIA
1074.0,,78.73236134,,,,75.35410921,10.96807602,1.625575161,-0.14676278499934714,-1,ANOMALIA,,ANOMALIA
740.0,,76.2781772,,,,81.96455459,3.683837544,2.124681329,-0.14410253402638906,-1,ANOMALIA,,ANOMALIA
800.0,,70.31626348,,,,83.51191683,6.841369399,1.655518342,-0.14414085199928817,-1,ANOMALIA,,ANOMALIA
763.0,,86.97513439,,,,77.59759118,4.759057395,1.724618736,-0.14356694595349728,-1,ANOMALIA,,ANOMALIA
735.0,,81.0644829,,,,76.68178035,1.753670802,2.772469577,-0.14428115777239958,-1,ANOMALIA,,ANOMALIA
474.0,,86.25552489,,,,86.59158833,9.212597586,0.76771055,-0.14713992420002509,-1,ANOMALIA,,ANOMALIA
666.0,,86.38672994,,,,76.31671718,5.17202472,0.262600613,-0.13842737840717345,-1,ANOMALIA,,ANOMALIA
858.0,,85.45312207,,,,80.60320127,12.21937836,1.114087748,-0.1415114553941137,-1,ANOMALIA,,ANOMALIA
819.0,,68.0609734,,,,74.87857891,8.280937231,2.355673709,-0.1444010460775702,-1,ANOMALIA,,ANOMALIA
399.0,,75.47314341,,,,75.81905079,12.08420404,1.976504482,-0.14160025040387803,-1,ANOMALIA,,ANOMALIA
1030.0,,71.28515292,,,,76.54294245,7.902835964,2.038030342,-0.14139955547801675,-1,ANOMALIA,,ANOMALIA
620.0,,86.91208597,,,,77.80023973,3.33418469,1.042336434,-0.14175542105867844,-1,ANOMALIA,,ANOMALIA
1459.0,,84.21268905,,,,77.97271433,14.86966956,1.745653813,-0.14084565178589636,-1,ANOMALIA,,ANOMALIA
913.0,,70.21188544,,,,78.06472222,3.160604993,2.805944002,-0.14498529131606008,-1,ANOMALIA,,ANOMALIA
593.0,,74.51319051,,,,77.34780683,6.135191403,1.211968063,-0.1420858655510222,-1,ANOMALIA,,ANOMALIA
391.0,,74.32658699,,,,76.09983844,10.82307721,1.632910991,-0.1430872137451853,-1,ANOMALIA,,ANOMALIA
718.0,,77.05350991,,,,75.12708362,2.938806158,3.194436139,-0.1420889730557069,-1,ANOMALIA,,ANOMALIA
626.0,,83.51737827,,,,78.60073324,6.296280956,2.758977449,-0.14385579484705024,-1,ANOMALIA,,ANOMALIA
1058.0,,79.06874769,,,,81.92085432,5.740930511,2.244358497,-0.1427306443874906,-1,ANOMALIA,,ANOMALIA
805.0,,82.36303583,,,,81.94656804,6.697597147,0.155649761,-0.1422690710565735,-1,ANOMALIA,,ANOMALIA
794.0,,84.4368073,,,,82.19162577,8.134557547,2.057678451,-0.14353594970325922,-1,ANOMALIA,,ANOMALIA
963.0,,75.41650773,,,,77.36978827,7.155380363,6.151323455,-0.1442680227455272,-1,ANOMALIA,,ANOMALIA
895.0,,81.31894986,,,,76.06546036,5.626424687,2.444182626,-0.14312416362159786,-1,ANOMALIA,,ANOMALIA
562.0,,84.06245114,,,,73.76683309,8.619020303,2.668799226,-0.14442879149584664,-1,ANOMALIA,,ANOMALIA
924.0,,72.25480208,,,,76.62563683,8.331432367,1.175183395,-0.14251037390658938,-1,ANOMALIA,,ANOMALIA
535.0,,74.11808511,,,,81.76736141,4.412681253,2.327189854,-0.14425012873664922,-1,ANOMALIA,,ANOMALIA
636.0,,73.32198505,,,,78.52841211,6.981595773,1.517036249,-0.14425012873664922,-1,ANOMALIA,,ANOMALIA
896.0,,79.07773315,,,,78.35161146,5.106726664,4.868988253,-0.14442879149584664,-1,ANOMALIA,,ANOMALIA
1256.0,,83.42495911,,,,77.79832927,5.620646088,2.507053699,-0.14385068557827996,-1,ANOMALIA,,ANOMALIA
1334.0,,81.27620476,,,,79.92586546,6.62564613,1.109298619,-0.14046039994023318,-1,ANOMALIA,,ANOMALIA
911.0,,77.9019753,,,,77.3200312,7.939205502,2.869245424,-0.14097792090739925,-1,ANOMALIA,,ANOMALIA
1435.0,,90.04585756,,,,76.19896602,8.572543197,2.309843193,-0.14423328701752758,-1,ANOMALIA,,ANOMALIA
761.0,,70.42744757,,,,75.93628293,5.35965649,1.638043005,-0.14423328701752758,-1,ANOMALIA,,ANOMALIA
1366.0,,78.23179043,,,,80.92530049,5.54838358,2.258294895,-0.1464611413192124,-1,ANOMALIA,,ANOMALIA
552.0,,88.0874394,,,,77.77133679,4.786406401,3.747532148,-0.1471784144012389,-1,ANOMALIA,,ANOMALIA
701.0,,77.33280416,,,,76.37243677,2.875460079,1.531374512,-0.14583641874692121,-1,ANOMALIA,,ANOMALIA
710.0,,71.0751473,,,,73.81037555,16.16594997,2.560724337,-0.1463738069406597,-1,ANOMALIA,,ANOMALIA
881.0,,86.22380009,,,,73.63149225,1.823706738,2.611214434,-0.14673230252139957,-1,ANOMALIA,,ANOMALIA
388.0,,70.63155778,,,,81.94628375,12.82881802,1.517932149,-0.1475603633313719,-1,ANOMALIA,,ANOMALIA
737.0,,70.89634298,,,,77.61340829,5.908824889,1.831711407,-0.14449816696587636,-1,ANOMALIA,,ANOMALIA
669.0,,74.31645252,,,,74.14268768,3.812912441,3.056460265,-0.14414085199928817,-1,ANOMALIA,,ANOMALIA
663.0,,76.51287375,,,,73.86854525,2.923399719,2.102534969,-0.1446768952881402,-1,ANOMALIA,,ANOMALIA
1033.0,,82.95607829,,,,77.61406156,6.051614999,2.186849669,-0.14462771893183202,-1,ANOMALIA,,ANOMALIA
544.0,,94.07309357,,,,75.71054384,4.292368074,4.914337108,-0.14155698522361404,-1,ANOMALIA,,ANOMALIA
502.0,,78.07530236,,,,74.59122052,5.187412552,2.301391796,-0.14244721016981232,-1,ANOMALIA,,ANOMALIA
1000.0,,89.73362683,,,,75.61763641,3.809594953,2.263667878,-0.14427033550436463,-1,ANOMALIA,,ANOMALIA
1154.0,,78.13854997,,,,82.15168618,1.999086201,1.277658326,-0.14445028084237743,-1,ANOMALIA,,ANOMALIA
801.0,,84.46720455,,,,74.87079172,10.62407743,2.028256825,-0.14654217240232703,-1,ANOMALIA,,ANOMALIA
665.0,,82.51709283,,,,77.411579,4.99443944,1.779222159,-0.14413003197761898,-1,ANOMALIA,,ANOMALIA
963.0,,83.34901283,,,,76.23397889,4.713369672,1.817198766,-0.1450236593437073,-1,ANOMALIA,,ANOMALIA
582.0,,87.89711135,,,,77.5824004,10.29785707,4.251674202,-0.14355741067128336,-1,ANOMALIA,,ANOMALIA
481.0,,81.3657434,,,,78.30909627,8.721202436,2.212565165,-0.14494820364210803,-1,ANOMALIA,,ANOMALIA
537.0,,84.39419559,,,,77.56512708,5.235084955,3.500016983,-0.14211739494655096,-1,ANOMALIA,,ANOMALIA
904.0,,81.59382536,,,,77.89293307,7.532629711,1.351027396,-0.1431551160341965,-1,ANOMALIA,,ANOMALIA
739.0,,77.65847196,,,,77.74944294,6.902708899,1.322024431,-0.142625396369932,-1,ANOMALIA,,ANOMALIA
1331.0,,74.45206159,,,,83.73460583,3.231521189,2.080049324,-0.1446768952881402,-1,ANOMALIA,,ANOMALIA
536.0,,85.26739442,,,,84.55627801,7.415393795,2.544380421,-0.14610278903181562,-1,ANOMALIA,,ANOMALIA
512.0,,69.17384119,,,,75.92649733,6.384516498,1.759595224,-0.14678121321430637,-1,ANOMALIA,,ANOMALIA
1046.0,,67.40503794,,,,79.56981266,5.904739463,2.59087353,-0.14355972948292273,-1,ANOMALIA,,ANOMALIA
630.0,,77.72833586,,,,74.46290377,7.043989472,2.798201015,-0.1417329312116994,-1,ANOMALIA,,ANOMALIA
530.0,,72.06043302,,,,76.47265978,7.371770259,3.304200119,-0.1436293889897432,-1,ANOMALIA,,ANOMALIA
709.0,,85.68049186,,,,75.82708769,7.388941976,2.659268414,-0.14148449397353036,-1,ANOMALIA,,ANOMALIA
501.0,,83.31447358,,,,77.08120593,6.562203857,2.273539013,-0.14135878856302153,-1,ANOMALIA,,ANOMALIA
1286.0,,71.8645535,,,,77.36771884,3.826147648,3.254757157,-0.14283666395644834,-1,ANOMALIA,,ANOMALIA
524.0,,68.35636908,,,,79.28166436,8.185101829,1.864353329,-0.14265842192747302,-1,ANOMALIA,,ANOMALIA
980.0,,80.01259821,,,,76.79780933,9.049000477,1.02072074,-0.14064766454138478,-1,ANOMALIA,,ANOMALIA
571.0,,69.89012285,,,,76.31956202,7.634627697,2.680775148,-0.14171463258928652,-1,ANOMALIA,,ANOMALIA
541.0,,86.09074175,,,,76.65431812,6.35737297,1.723225484,-0.14290306587463664,-1,ANOMALIA,,ANOMALIA
422.0,,71.52253542,,,,77.1760091,9.509489124,1.308560751,-0.1432639476302101,-1,ANOMALIA,,ANOMALIA
430.0,,77.06680054,,,,77.58549323,5.465012499,3.322512546,-0.14720151849069985,-1,ANOMALIA,,ANOMALIA
778.0,,93.59854514,,,,76.96896917,3.484873143,4.932171294,-0.1454054609166585,-1,ANOMALIA,,ANOMALIA
861.0,,66.76317808,,,,85.25899559,4.493413967,3.052897981,-0.1450476664965853,-1,ANOMALIA,,ANOMALIA
801.0,,84.06258244,,,,81.39952372,5.800132136,1.122829918,-0.14529614986683637,-1,ANOMALIA,,ANOMALIA
588.0,,73.37826669,,,,75.67549622,6.519157307,1.870973735,-0.14511725790245844,-1,ANOMALIA,,ANOMALIA
709.0,,80.21703813,,,,75.93220451,5.204610104,2.546201765,-0.1435684442864924,-1,ANOMALIA,,ANOMALIA
1161.0,,74.67580475,,,,75.42774511,4.313888583,1.856955376,-0.14333593123528032,-1,ANOMALIA,,ANOMALIA
1509.0,,90.13896995,,,,75.30299588,5.066364734,1.215184528,-0.14380788767100228,-1,ANOMALIA,,ANOMALIA
805.0,,86.04908446,,,,76.68551918,3.327082866,2.911210625,-0.14380788767100228,-1,ANOMALIA,,ANOMALIA
655.0,,78.80529701,,,,81.70732285,8.471903672,3.378533434,-0.14380788767100228,-1,ANOMALIA,,ANOMALIA
517.0,,80.05967356,,,,75.52423805,5.210714194,2.781936729,-0.14613670848935256,-1,ANOMALIA,,ANOMALIA
591.0,,83.91410103,,,,78.49083331,4.070511474,1.812845755,-0.14554097553054968,-1,ANOMALIA,,ANOMALIA
696.0,,83.36132238,,,,77.59272421,6.976635097,2.645536607,-0.1439599443291535,-1,ANOMALIA,,ANOMALIA
780.0,,75.52746711,,,,74.99287021,5.25603517,2.114896407,-0.14342446926720154,-1,ANOMALIA,,ANOMALIA
866.0,,67.33672702,,,,74.8821863,5.766891163,2.12715587,-0.14378140546591778,-1,ANOMALIA,,ANOMALIA
749.0,,88.64465041,,,,76.55675054,6.224741423,1.830673611,-0.14378140546591778,-1,ANOMALIA,,ANOMALIA
